symbol,baseAsset,quoteAsset,status
PONDBTC,POND,BTC,TRADING
PONDBUSD,POND,BUSD,TRADING
PONDUSDT,POND,USDT,TRADING
DEGOBTC,DEGO,BTC,TRADING
DEGOBUSD,DEGO,BUSD,TRADING
DEGOUSDT,DEGO,USDT,TRADING
AVAXEUR,AVAX,EUR,TRADING
BTTTRY,BTT,TRY,BREAK
CHZBRL,CHZ,BRL,TRADING
UNIEUR,UNI,EUR,TRADING
ALICEBTC,ALICE,BTC,TRADING
ALICEBUSD,ALICE,BUSD,TRADING
ALICEUSDT,ALICE,USDT,TRADING
CHZBUSD,CHZ,BUSD,TRADING
CHZEUR,CHZ,EUR,TRADING
CHZGBP,CHZ,GBP,TRADING
BIFIBNB,BIFI,BNB,BREAK
BIFIBUSD,BIFI,BUSD,TRADING
LINABTC,LINA,BTC,TRADING
LINABUSD,LINA,BUSD,TRADING
LINAUSDT,LINA,USDT,TRADING
ADARUB,ADA,RUB,TRADING
ENJBRL,ENJ,BRL,TRADING
ENJEUR,ENJ,EUR,TRADING
MATICEUR,MATIC,EUR,TRADING
NEOTRY,NEO,TRY,TRADING
PERPBTC,PERP,BTC,TRADING
PERPBUSD,PERP,BUSD,TRADING
PERPUSDT,PERP,USDT,TRADING
RAMPBTC,RAMP,BTC,BREAK
RAMPBUSD,RAMP,BUSD,BREAK
RAMPUSDT,RAMP,USDT,BREAK
SUPERBTC,SUPER,BTC,TRADING
SUPERBUSD,SUPER,BUSD,TRADING
SUPERUSDT,SUPER,USDT,TRADING
CFXBTC,CFX,BTC,TRADING
CFXBUSD,CFX,BUSD,TRADING
CFXUSDT,CFX,USDT,TRADING
ENJGBP,ENJ,GBP,TRADING
EOSTRY,EOS,TRY,TRADING
LTCGBP,LTC,GBP,TRADING
LUNAEUR,LUNA,EUR,BREAK
RVNTRY,RVN,TRY,TRADING
THETAEUR,THETA,EUR,TRADING
XVGBUSD,XVG,BUSD,TRADING
EPSBTC,EPS,BTC,BREAK
EPSBUSD,EPS,BUSD,BREAK
EPSUSDT,EPS,USDT,BREAK
AUTOBTC,AUTO,BTC,TRADING
AUTOBUSD,AUTO,BUSD,TRADING
AUTOUSDT,AUTO,USDT,TRADING
TKOBTC,TKO,BTC,TRADING
TKOBIDR,TKO,BIDR,TRADING
TKOBUSD,TKO,BUSD,TRADING
TKOUSDT,TKO,USDT,TRADING
PUNDIXETH,PUNDIX,ETH,TRADING
PUNDIXUSDT,PUNDIX,USDT,TRADING
BTTBRL,BTT,BRL,BREAK
BTTEUR,BTT,EUR,BREAK
HOTEUR,HOT,EUR,TRADING
WINEUR,WIN,EUR,TRADING
TLMBTC,TLM,BTC,TRADING
TLMBUSD,TLM,BUSD,TRADING
TLMUSDT,TLM,USDT,TRADING
1INCHUPUSDT,1INCHUP,USDT,BREAK
1INCHDOWNUSDT,1INCHDOWN,USDT,BREAK
BTGBUSD,BTG,BUSD,BREAK
BTGUSDT,BTG,USDT,BREAK
HOTBUSD,HOT,BUSD,TRADING
BNBUAH,BNB,UAH,TRADING
ONTTRY,ONT,TRY,TRADING
VETEUR,VET,EUR,TRADING
VETGBP,VET,GBP,TRADING
WINBRL,WIN,BRL,TRADING
MIRBTC,MIR,BTC,BREAK
MIRBUSD,MIR,BUSD,TRADING
MIRUSDT,MIR,USDT,BREAK
BARBTC,BAR,BTC,TRADING
BARBUSD,BAR,BUSD,TRADING
BARUSDT,BAR,USDT,TRADING
FORTHBTC,FORTH,BTC,TRADING
FORTHBUSD,FORTH,BUSD,TRADING
FORTHUSDT,FORTH,USDT,TRADING
CAKEGBP,CAKE,GBP,TRADING
DOGERUB,DOGE,RUB,TRADING
HOTBRL,HOT,BRL,BREAK
WRXEUR,WRX,EUR,BREAK
EZBTC,EZ,BTC,BREAK
EZETH,EZ,ETH,BREAK
BAKEUSDT,BAKE,USDT,TRADING
BURGERBUSD,BURGER,BUSD,TRADING
BURGERUSDT,BURGER,USDT,TRADING
SLPBUSD,SLP,BUSD,TRADING
SLPUSDT,SLP,USDT,TRADING
TRXAUD,TRX,AUD,BREAK
TRXEUR,TRX,EUR,TRADING
VETTRY,VET,TRY,TRADING
SHIBUSDT,SHIB,USDT,TRADING
SHIBBUSD,SHIB,BUSD,TRADING
ICPBTC,ICP,BTC,TRADING
ICPBNB,ICP,BNB,TRADING
ICPBUSD,ICP,BUSD,TRADING
ICPUSDT,ICP,USDT,TRADING
SHIBEUR,SHIB,EUR,TRADING
SHIBRUB,SHIB,RUB,BREAK
ETCEUR,ETC,EUR,TRADING
ETCBRL,ETC,BRL,BREAK
DOGEBIDR,DOGE,BIDR,TRADING
ARBTC,AR,BTC,TRADING
ARBNB,AR,BNB,TRADING
ARBUSD,AR,BUSD,TRADING
ARUSDT,AR,USDT,TRADING
POLSBTC,POLS,BTC,TRADING
POLSBNB,POLS,BNB,TRADING
POLSBUSD,POLS,BUSD,TRADING
POLSUSDT,POLS,USDT,TRADING
MDXBTC,MDX,BTC,TRADING
MDXBNB,MDX,BNB,BREAK
MDXBUSD,MDX,BUSD,TRADING
MDXUSDT,MDX,USDT,TRADING
MASKBNB,MASK,BNB,TRADING
MASKBUSD,MASK,BUSD,TRADING
MASKUSDT,MASK,USDT,TRADING
LPTBTC,LPT,BTC,TRADING
LPTBNB,LPT,BNB,TRADING
LPTBUSD,LPT,BUSD,TRADING
LPTUSDT,LPT,USDT,TRADING
ETHUAH,ETH,UAH,TRADING
MATICBRL,MATIC,BRL,TRADING
SOLEUR,SOL,EUR,TRADING
SHIBBRL,SHIB,BRL,TRADING
AGIXBTC,AGIX,BTC,TRADING
ICPEUR,ICP,EUR,TRADING
MATICGBP,MATIC,GBP,TRADING
SHIBTRY,SHIB,TRY,TRADING
MATICBIDR,MATIC,BIDR,TRADING
MATICRUB,MATIC,RUB,TRADING
NUBTC,NU,BTC,BREAK
NUBNB,NU,BNB,BREAK
NUBUSD,NU,BUSD,BREAK
NUUSDT,NU,USDT,BREAK
XVGUSDT,XVG,USDT,TRADING
RLCBUSD,RLC,BUSD,BREAK
CELRBUSD,CELR,BUSD,TRADING
ATMBUSD,ATM,BUSD,TRADING
ZENBUSD,ZEN,BUSD,TRADING
FTMBUSD,FTM,BUSD,TRADING
THETABUSD,THETA,BUSD,TRADING
WINBUSD,WIN,BUSD,TRADING
KAVABUSD,KAVA,BUSD,TRADING
XEMBUSD,XEM,BUSD,BREAK
ATABTC,ATA,BTC,TRADING
ATABNB,ATA,BNB,BREAK
ATABUSD,ATA,BUSD,TRADING
ATAUSDT,ATA,USDT,TRADING
GTCBTC,GTC,BTC,TRADING
GTCBNB,GTC,BNB,BREAK
GTCBUSD,GTC,BUSD,TRADING
GTCUSDT,GTC,USDT,TRADING
TORNBTC,TORN,BTC,BREAK
TORNBNB,TORN,BNB,BREAK
TORNBUSD,TORN,BUSD,TRADING
TORNUSDT,TORN,USDT,BREAK
MATICTRY,MATIC,TRY,TRADING
ETCGBP,ETC,GBP,BREAK
SOLGBP,SOL,GBP,TRADING
BAKEBTC,BAKE,BTC,TRADING
COTIBUSD,COTI,BUSD,TRADING
KEEPBTC,KEEP,BTC,BREAK
KEEPBNB,KEEP,BNB,BREAK
KEEPBUSD,KEEP,BUSD,BREAK
KEEPUSDT,KEEP,USDT,BREAK
SOLTRY,SOL,TRY,TRADING
RUNEGBP,RUNE,GBP,TRADING
SOLBRL,SOL,BRL,TRADING
SCBUSD,SC,BUSD,TRADING
CHRBUSD,CHR,BUSD,TRADING
STMXBUSD,STMX,BUSD,TRADING
HNTBUSD,HNT,BUSD,TRADING
FTTBUSD,FTT,BUSD,TRADING
DOCKBUSD,DOCK,BUSD,TRADING
ADABIDR,ADA,BIDR,TRADING
ERNBNB,ERN,BNB,TRADING
ERNBUSD,ERN,BUSD,TRADING
ERNUSDT,ERN,USDT,TRADING
KLAYBTC,KLAY,BTC,TRADING
KLAYBNB,KLAY,BNB,TRADING
KLAYBUSD,KLAY,BUSD,TRADING
KLAYUSDT,KLAY,USDT,TRADING
RUNEEUR,RUNE,EUR,TRADING
MATICAUD,MATIC,AUD,TRADING
DOTRUB,DOT,RUB,TRADING
UTKBUSD,UTK,BUSD,TRADING
IOTXBUSD,IOTX,BUSD,TRADING
PHAUSDT,PHA,USDT,TRADING
SOLRUB,SOL,RUB,TRADING
RUNEAUD,RUNE,AUD,BREAK
BUSDUAH,BUSD,UAH,TRADING
BONDBTC,BOND,BTC,TRADING
BONDBNB,BOND,BNB,BREAK
BONDBUSD,BOND,BUSD,TRADING
BONDUSDT,BOND,USDT,TRADING
MLNBTC,MLN,BTC,TRADING
MLNBNB,MLN,BNB,BREAK
MLNBUSD,MLN,BUSD,TRADING
MLNUSDT,MLN,USDT,TRADING
GRTTRY,GRT,TRY,TRADING
CAKEBRL,CAKE,BRL,BREAK
ICPRUB,ICP,RUB,BREAK
DOTAUD,DOT,AUD,TRADING
AAVEBRL,AAVE,BRL,BREAK
EOSAUD,EOS,AUD,BREAK
DEXEUSDT,DEXE,USDT,TRADING
LTOBUSD,LTO,BUSD,TRADING
ADXBUSD,ADX,BUSD,TRADING
QUICKBTC,QUICK,BTC,TRADING
QUICKBNB,QUICK,BNB,BREAK
QUICKBUSD,QUICK,BUSD,TRADING
C98USDT,C98,USDT,TRADING
C98BUSD,C98,BUSD,TRADING
C98BNB,C98,BNB,TRADING
C98BTC,C98,BTC,TRADING
CLVBTC,CLV,BTC,TRADING
CLVBNB,CLV,BNB,TRADING
CLVBUSD,CLV,BUSD,TRADING
CLVUSDT,CLV,USDT,TRADING
QNTBTC,QNT,BTC,TRADING
QNTBNB,QNT,BNB,TRADING
QNTBUSD,QNT,BUSD,TRADING
QNTUSDT,QNT,USDT,TRADING
FLOWBTC,FLOW,BTC,TRADING
FLOWBNB,FLOW,BNB,TRADING
FLOWBUSD,FLOW,BUSD,TRADING
FLOWUSDT,FLOW,USDT,TRADING
XECBUSD,XEC,BUSD,TRADING
AXSBRL,AXS,BRL,TRADING
AXSAUD,AXS,AUD,TRADING
TVKUSDT,TVK,USDT,TRADING
MINABTC,MINA,BTC,TRADING
MINABNB,MINA,BNB,TRADING
MINABUSD,MINA,BUSD,TRADING
MINAUSDT,MINA,USDT,TRADING
RAYBNB,RAY,BNB,TRADING
RAYBUSD,RAY,BUSD,TRADING
RAYUSDT,RAY,USDT,TRADING
FARMBTC,FARM,BTC,TRADING
FARMBNB,FARM,BNB,BREAK
FARMBUSD,FARM,BUSD,TRADING
FARMUSDT,FARM,USDT,TRADING
ALPACABTC,ALPACA,BTC,TRADING
ALPACABNB,ALPACA,BNB,BREAK
ALPACABUSD,ALPACA,BUSD,TRADING
ALPACAUSDT,ALPACA,USDT,TRADING
TLMTRY,TLM,TRY,TRADING
QUICKUSDT,QUICK,USDT,TRADING
ORNBUSD,ORN,BUSD,TRADING
MBOXBTC,MBOX,BTC,TRADING
MBOXBNB,MBOX,BNB,TRADING
MBOXBUSD,MBOX,BUSD,TRADING
MBOXUSDT,MBOX,USDT,TRADING
VGXBTC,VGX,BTC,BREAK
VGXETH,VGX,ETH,BREAK
FORUSDT,FOR,USDT,TRADING
REQUSDT,REQ,USDT,TRADING
GHSTUSDT,GHST,USDT,TRADING
TRURUB,TRU,RUB,TRADING
FISBRL,FIS,BRL,TRADING
WAXPUSDT,WAXP,USDT,TRADING
WAXPBUSD,WAXP,BUSD,TRADING
WAXPBNB,WAXP,BNB,TRADING
WAXPBTC,WAXP,BTC,TRADING
TRIBEBTC,TRIBE,BTC,BREAK
TRIBEBNB,TRIBE,BNB,BREAK
TRIBEBUSD,TRIBE,BUSD,BREAK
TRIBEUSDT,TRIBE,USDT,BREAK
GNOUSDT,GNO,USDT,TRADING
GNOBUSD,GNO,BUSD,BREAK
GNOBNB,GNO,BNB,BREAK
GNOBTC,GNO,BTC,BREAK
ARPATRY,ARPA,TRY,TRADING
PROMBTC,PROM,BTC,TRADING
MTLBUSD,MTL,BUSD,TRADING
OGNBUSD,OGN,BUSD,TRADING
XECUSDT,XEC,USDT,TRADING
C98BRL,C98,BRL,TRADING
SOLAUD,SOL,AUD,TRADING
XRPBIDR,XRP,BIDR,TRADING
POLYBUSD,POLY,BUSD,BREAK
ELFUSDT,ELF,USDT,TRADING
DYDXUSDT,DYDX,USDT,TRADING
DYDXBUSD,DYDX,BUSD,TRADING
DYDXBNB,DYDX,BNB,TRADING
DYDXBTC,DYDX,BTC,TRADING
ELFBUSD,ELF,BUSD,TRADING
POLYUSDT,POLY,USDT,BREAK
IDEXUSDT,IDEX,USDT,TRADING
VIDTUSDT,VIDT,USDT,TRADING
SOLBIDR,SOL,BIDR,TRADING
AXSBIDR,AXS,BIDR,TRADING
BTCUSDP,BTC,USDP,BREAK
ETHUSDP,ETH,USDP,BREAK
BNBUSDP,BNB,USDP,BREAK
USDPBUSD,USDP,BUSD,BREAK
USDPUSDT,USDP,USDT,BREAK
GALAUSDT,GALA,USDT,TRADING
GALABUSD,GALA,BUSD,TRADING
GALABNB,GALA,BNB,TRADING
GALABTC,GALA,BTC,TRADING
FTMBIDR,FTM,BIDR,TRADING
ALGOBIDR,ALGO,BIDR,BREAK
CAKEAUD,CAKE,AUD,BREAK
KSMAUD,KSM,AUD,BREAK
WAVESRUB,WAVES,RUB,BREAK
SUNBUSD,SUN,BUSD,TRADING
ILVUSDT,ILV,USDT,TRADING
ILVBUSD,ILV,BUSD,TRADING
ILVBNB,ILV,BNB,TRADING
ILVBTC,ILV,BTC,TRADING
RENBUSD,REN,BUSD,TRADING
YGGUSDT,YGG,USDT,TRADING
YGGBUSD,YGG,BUSD,TRADING
YGGBNB,YGG,BNB,TRADING
YGGBTC,YGG,BTC,TRADING
STXBUSD,STX,BUSD,TRADING
SYSUSDT,SYS,USDT,TRADING
DFUSDT,DF,USDT,TRADING
SOLUSDC,SOL,USDC,BREAK
ARPARUB,ARPA,RUB,TRADING
LTCUAH,LTC,UAH,TRADING
FETBUSD,FET,BUSD,TRADING
ARPABUSD,ARPA,BUSD,TRADING
LSKBUSD,LSK,BUSD,TRADING
AVAXBIDR,AVAX,BIDR,BREAK
ALICEBIDR,ALICE,BIDR,BREAK
FIDAUSDT,FIDA,USDT,TRADING
FIDABUSD,FIDA,BUSD,TRADING
FIDABNB,FIDA,BNB,BREAK
FIDABTC,FIDA,BTC,TRADING
DENTBUSD,DENT,BUSD,TRADING
FRONTUSDT,FRONT,USDT,TRADING
CVPUSDT,CVP,USDT,TRADING
AGLDBTC,AGLD,BTC,TRADING
AGLDBNB,AGLD,BNB,BREAK
AGLDBUSD,AGLD,BUSD,TRADING
AGLDUSDT,AGLD,USDT,TRADING
RADBTC,RAD,BTC,TRADING
RADBNB,RAD,BNB,TRADING
RADBUSD,RAD,BUSD,TRADING
RADUSDT,RAD,USDT,TRADING
UNIAUD,UNI,AUD,BREAK
HIVEBUSD,HIVE,BUSD,TRADING
STPTBUSD,STPT,BUSD,TRADING
BETABTC,BETA,BTC,TRADING
BETABNB,BETA,BNB,TRADING
BETABUSD,BETA,BUSD,TRADING
BETAUSDT,BETA,USDT,TRADING
SHIBAUD,SHIB,AUD,TRADING
RAREBTC,RARE,BTC,TRADING
RAREBNB,RARE,BNB,BREAK
RAREBUSD,RARE,BUSD,TRADING
RAREUSDT,RARE,USDT,TRADING
AVAXBRL,AVAX,BRL,TRADING
AVAXAUD,AVAX,AUD,TRADING
LUNAAUD,LUNA,AUD,BREAK
TROYBUSD,TROY,BUSD,TRADING
AXSETH,AXS,ETH,TRADING
FTMETH,FTM,ETH,TRADING
SOLETH,SOL,ETH,TRADING
SSVBTC,SSV,BTC,TRADING
SSVETH,SSV,ETH,TRADING
LAZIOTRY,LAZIO,TRY,TRADING
LAZIOEUR,LAZIO,EUR,TRADING
LAZIOBTC,LAZIO,BTC,TRADING
LAZIOUSDT,LAZIO,USDT,TRADING
CHESSBTC,CHESS,BTC,TRADING
CHESSBNB,CHESS,BNB,BREAK
CHESSBUSD,CHESS,BUSD,TRADING
CHESSUSDT,CHESS,USDT,TRADING
FTMAUD,FTM,AUD,TRADING
FTMBRL,FTM,BRL,TRADING
SCRTBUSD,SCRT,BUSD,TRADING
ADXUSDT,ADX,USDT,TRADING
AUCTIONUSDT,AUCTION,USDT,TRADING
CELOBUSD,CELO,BUSD,TRADING
FTMRUB,FTM,RUB,TRADING
NUAUD,NU,AUD,BREAK
NURUB,NU,RUB,BREAK
REEFTRY,REEF,TRY,TRADING
REEFBIDR,REEF,BIDR,BREAK
SHIBDOGE,SHIB,DOGE,TRADING
DARUSDT,DAR,USDT,TRADING
DARBUSD,DAR,BUSD,TRADING
DARBNB,DAR,BNB,TRADING
DARBTC,DAR,BTC,TRADING
BNXBTC,BNX,BTC,TRADING
BNXBNB,BNX,BNB,TRADING
BNXBUSD,BNX,BUSD,TRADING
BNXUSDT,BNX,USDT,TRADING
RGTUSDT,RGT,USDT,BREAK
RGTBTC,RGT,BTC,BREAK
RGTBUSD,RGT,BUSD,BREAK
RGTBNB,RGT,BNB,BREAK
LAZIOBUSD,LAZIO,BUSD,TRADING
OXTBUSD,OXT,BUSD,TRADING
MANATRY,MANA,TRY,TRADING
ALGORUB,ALGO,RUB,TRADING
SHIBUAH,SHIB,UAH,BREAK
LUNABIDR,LUNA,BIDR,BREAK
AUDUSDC,AUD,USDC,BREAK
MOVRBTC,MOVR,BTC,TRADING
MOVRBNB,MOVR,BNB,BREAK
MOVRBUSD,MOVR,BUSD,TRADING
MOVRUSDT,MOVR,USDT,TRADING
CITYBTC,CITY,BTC,TRADING
CITYBNB,CITY,BNB,TRADING
CITYBUSD,CITY,BUSD,TRADING
CITYUSDT,CITY,USDT,TRADING
ENSBTC,ENS,BTC,TRADING
ENSBNB,ENS,BNB,TRADING
ENSBUSD,ENS,BUSD,TRADING
ENSUSDT,ENS,USDT,TRADING
SANDETH,SAND,ETH,TRADING
DOTETH,DOT,ETH,TRADING
MATICETH,MATIC,ETH,TRADING
ANKRBUSD,ANKR,BUSD,TRADING
SANDTRY,SAND,TRY,TRADING
MANABRL,MANA,BRL,TRADING
KP3RUSDT,KP3R,USDT,TRADING
QIUSDT,QI,USDT,TRADING
QIBUSD,QI,BUSD,TRADING
QIBNB,QI,BNB,BREAK
QIBTC,QI,BTC,TRADING
PORTOBTC,PORTO,BTC,TRADING
PORTOUSDT,PORTO,USDT,TRADING
PORTOTRY,PORTO,TRY,TRADING
PORTOEUR,PORTO,EUR,TRADING
POWRUSDT,POWR,USDT,TRADING
POWRBUSD,POWR,BUSD,TRADING
AVAXETH,AVAX,ETH,TRADING
SLPTRY,SLP,TRY,TRADING
FISTRY,FIS,TRY,BREAK
LRCTRY,LRC,TRY,TRADING
CHRETH,CHR,ETH,TRADING
FISBIDR,FIS,BIDR,BREAK
VGXUSDT,VGX,USDT,TRADING
GALAETH,GALA,ETH,TRADING
JASMYUSDT,JASMY,USDT,TRADING
JASMYBUSD,JASMY,BUSD,TRADING
JASMYBNB,JASMY,BNB,TRADING
JASMYBTC,JASMY,BTC,TRADING
AMPBTC,AMP,BTC,TRADING
AMPBNB,AMP,BNB,BREAK
AMPBUSD,AMP,BUSD,TRADING
AMPUSDT,AMP,USDT,TRADING
PLABTC,PLA,BTC,TRADING
PLABNB,PLA,BNB,TRADING
PLABUSD,PLA,BUSD,TRADING
PLAUSDT,PLA,USDT,TRADING
PYRBTC,PYR,BTC,TRADING
PYRBUSD,PYR,BUSD,TRADING
PYRUSDT,PYR,USDT,TRADING
RNDRBTC,RNDR,BTC,TRADING
RNDRUSDT,RNDR,USDT,TRADING
RNDRBUSD,RNDR,BUSD,TRADING
ALCXBTC,ALCX,BTC,TRADING
ALCXBUSD,ALCX,BUSD,TRADING
ALCXUSDT,ALCX,USDT,TRADING
SANTOSBTC,SANTOS,BTC,TRADING
SANTOSUSDT,SANTOS,USDT,TRADING
SANTOSBRL,SANTOS,BRL,TRADING
SANTOSTRY,SANTOS,TRY,TRADING
MCBTC,MC,BTC,TRADING
MCBUSD,MC,BUSD,TRADING
MCUSDT,MC,USDT,TRADING
BELTRY,BEL,TRY,TRADING
COCOSBUSD,COCOS,BUSD,TRADING
DENTTRY,DENT,TRY,TRADING
ENJTRY,ENJ,TRY,TRADING
NEORUB,NEO,RUB,TRADING
SANDAUD,SAND,AUD,TRADING
SLPBIDR,SLP,BIDR,TRADING
ANYBTC,ANY,BTC,BREAK
ANYBUSD,ANY,BUSD,BREAK
ANYUSDT,ANY,USDT,BREAK
BICOBTC,BICO,BTC,TRADING
BICOBUSD,BICO,BUSD,TRADING
BICOUSDT,BICO,USDT,TRADING
FLUXBTC,FLUX,BTC,TRADING
FLUXBUSD,FLUX,BUSD,TRADING
FLUXUSDT,FLUX,USDT,TRADING
ALICETRY,ALICE,TRY,TRADING
FXSUSDT,FXS,USDT,TRADING
GALABRL,GALA,BRL,TRADING
GALATRY,GALA,TRY,TRADING
LUNATRY,LUNA,TRY,TRADING
REQBUSD,REQ,BUSD,TRADING
SANDBRL,SAND,BRL,TRADING
MANABIDR,MANA,BIDR,BREAK
SANDBIDR,SAND,BIDR,TRADING
VOXELBTC,VOXEL,BTC,TRADING
VOXELBNB,VOXEL,BNB,TRADING
VOXELBUSD,VOXEL,BUSD,TRADING
VOXELUSDT,VOXEL,USDT,TRADING
COSBUSD,COS,BUSD,TRADING
CTXCBUSD,CTXC,BUSD,TRADING
FTMTRY,FTM,TRY,TRADING
MANABNB,MANA,BNB,BREAK
MINATRY,MINA,TRY,TRADING
XTZTRY,XTZ,TRY,TRADING
HIGHBTC,HIGH,BTC,TRADING
HIGHBUSD,HIGH,BUSD,TRADING
HIGHUSDT,HIGH,USDT,TRADING
CVXBTC,CVX,BTC,TRADING
CVXBUSD,CVX,BUSD,TRADING
CVXUSDT,CVX,USDT,TRADING
PEOPLEBTC,PEOPLE,BTC,TRADING
PEOPLEBUSD,PEOPLE,BUSD,TRADING
PEOPLEUSDT,PEOPLE,USDT,TRADING
OOKIBUSD,OOKI,BUSD,TRADING
OOKIUSDT,OOKI,USDT,TRADING
COCOSTRY,COCOS,TRY,TRADING
GXSBNB,GXS,BNB,BREAK
LINKBNB,LINK,BNB,TRADING
LUNAETH,LUNA,ETH,BREAK
MDTBUSD,MDT,BUSD,TRADING
NULSBUSD,NULS,BUSD,TRADING
SPELLBTC,SPELL,BTC,BREAK
SPELLUSDT,SPELL,USDT,TRADING
SPELLBUSD,SPELL,BUSD,TRADING
USTBTC,UST,BTC,BREAK
USTBUSD,UST,BUSD,BREAK
USTUSDT,UST,USDT,BREAK
JOEBTC,JOE,BTC,TRADING
JOEBUSD,JOE,BUSD,TRADING
JOEUSDT,JOE,USDT,TRADING
ATOMETH,ATOM,ETH,TRADING
DUSKBUSD,DUSK,BUSD,TRADING
EGLDETH,EGLD,ETH,TRADING
ICPETH,ICP,ETH,TRADING
LUNABRL,LUNA,BRL,BREAK
LUNAUST,LUNA,UST,BREAK
NEARETH,NEAR,ETH,TRADING
ROSEBNB,ROSE,BNB,BREAK
VOXELETH,VOXEL,ETH,BREAK
ALICEBNB,ALICE,BNB,TRADING
ATOMTRY,ATOM,TRY,TRADING
ETHUST,ETH,UST,BREAK
GALAAUD,GALA,AUD,TRADING
LRCBNB,LRC,BNB,TRADING
ONEETH,ONE,ETH,TRADING
OOKIBNB,OOKI,BNB,BREAK
ACHBTC,ACH,BTC,TRADING
ACHBUSD,ACH,BUSD,TRADING
ACHUSDT,ACH,USDT,TRADING
IMXBTC,IMX,BTC,TRADING
IMXBUSD,IMX,BUSD,TRADING
IMXUSDT,IMX,USDT,TRADING
GLMRBTC,GLMR,BTC,TRADING
GLMRBUSD,GLMR,BUSD,TRADING
GLMRUSDT,GLMR,USDT,TRADING
ATOMBIDR,ATOM,BIDR,BREAK
DYDXETH,DYDX,ETH,BREAK
FARMETH,FARM,ETH,BREAK
FORBNB,FOR,BNB,BREAK
ICPTRY,ICP,TRY,TRADING
JASMYETH,JASMY,ETH,TRADING
LINABNB,LINA,BNB,BREAK
OOKIETH,OOKI,ETH,TRADING
ROSEETH,ROSE,ETH,TRADING
UMABUSD,UMA,BUSD,TRADING
UNIETH,UNI,ETH,TRADING
XTZETH,XTZ,ETH,TRADING
LOKABTC,LOKA,BTC,TRADING
LOKABNB,LOKA,BNB,TRADING
LOKABUSD,LOKA,BUSD,TRADING
LOKAUSDT,LOKA,USDT,TRADING
ATOMBRL,ATOM,BRL,TRADING
BNBUST,BNB,UST,BREAK
CRVETH,CRV,ETH,TRADING
HIGHBNB,HIGH,BNB,TRADING
NEARRUB,NEAR,RUB,TRADING
ROSETRY,ROSE,TRY,TRADING
SCRTUSDT,SCRT,USDT,TRADING
API3BTC,API3,BTC,TRADING
API3BUSD,API3,BUSD,TRADING
API3USDT,API3,USDT,TRADING
BTTCUSDT,BTTC,USDT,TRADING
BTTCUSDC,BTTC,USDC,BREAK
BTTCTRY,BTTC,TRY,TRADING
ACABTC,ACA,BTC,TRADING
ACABUSD,ACA,BUSD,TRADING
ACAUSDT,ACA,USDT,TRADING
ANCBTC,ANC,BTC,BREAK
ANCBUSD,ANC,BUSD,TRADING
ANCUSDT,ANC,USDT,BREAK
BDOTDOT,BDOT,DOT,TRADING
XNOBTC,XNO,BTC,TRADING
XNOETH,XNO,ETH,TRADING
XNOBUSD,XNO,BUSD,TRADING
XNOUSDT,XNO,USDT,TRADING
COSTRY,COS,TRY,TRADING
KAVAETH,KAVA,ETH,TRADING
MCBNB,MC,BNB,TRADING
ONETRY,ONE,TRY,TRADING
WOOBTC,WOO,BTC,TRADING
WOOBNB,WOO,BNB,TRADING
WOOBUSD,WOO,BUSD,TRADING
WOOUSDT,WOO,USDT,TRADING
CELRETH,CELR,ETH,TRADING
PEOPLEBNB,PEOPLE,BNB,TRADING
SLPBNB,SLP,BNB,BREAK
SPELLBNB,SPELL,BNB,BREAK
SPELLTRY,SPELL,TRY,TRADING
TFUELBUSD,TFUEL,BUSD,TRADING
AXSTRY,AXS,TRY,TRADING
DARTRY,DAR,TRY,TRADING
NEARTRY,NEAR,TRY,TRADING
IDEXBNB,IDEX,BNB,TRADING
ALPINEEUR,ALPINE,EUR,TRADING
ALPINETRY,ALPINE,TRY,TRADING
ALPINEUSDT,ALPINE,USDT,TRADING
ALPINEBTC,ALPINE,BTC,TRADING
TUSDT,T,USDT,TRADING
TBUSD,T,BUSD,TRADING
API3BNB,API3,BNB,BREAK
BETAETH,BETA,ETH,TRADING
INJTRY,INJ,TRY,TRADING
TLMBNB,TLM,BNB,BREAK
ASTRBUSD,ASTR,BUSD,TRADING
ASTRUSDT,ASTR,USDT,TRADING
API3TRY,API3,TRY,TRADING
GLMRBNB,GLMR,BNB,TRADING
MBOXTRY,MBOX,TRY,TRADING
NBTBIDR,NBT,BIDR,TRADING
NBTUSDT,NBT,USDT,TRADING
GMTBTC,GMT,BTC,TRADING
GMTBNB,GMT,BNB,TRADING
GMTBUSD,GMT,BUSD,TRADING
GMTUSDT,GMT,USDT,TRADING
ANCBNB,ANC,BNB,BREAK
ATOMEUR,ATOM,EUR,TRADING
GALAEUR,GALA,EUR,TRADING
KSMETH,KSM,ETH,BREAK
UMATRY,UMA,TRY,TRADING
KDABTC,KDA,BTC,TRADING
KDABUSD,KDA,BUSD,TRADING
KDAUSDT,KDA,USDT,TRADING
APEUSDT,APE,USDT,TRADING
APEBUSD,APE,BUSD,TRADING
APEBTC,APE,BTC,TRADING
ALPINEBUSD,ALPINE,BUSD,TRADING
LUNAGBP,LUNA,GBP,BREAK
NEAREUR,NEAR,EUR,TRADING
TWTTRY,TWT,TRY,TRADING
WAVESEUR,WAVES,EUR,TRADING
APEEUR,APE,EUR,TRADING
APEGBP,APE,GBP,TRADING
APETRY,APE,TRY,TRADING
